epoch,accuracy,categorical_crossentropy,loss,lr,val_accuracy,val_categorical_crossentropy,val_loss
0,0.2630000114440918,0.7132011651992798,0.7132011651992798,0.001,0.8921155333518982,0.35040512681007385,0.35040512681007385
1,0.902999997138977,0.3296005427837372,0.3296005427837372,0.001,0.8921155333518982,0.37708327174186707,0.37708327174186707
2,0.902999997138977,0.3739643394947052,0.3739643394947052,0.001,0.8921155333518982,0.34479087591171265,0.34479087591171265
3,0.902999997138977,0.3313940167427063,0.3313940167427063,0.001,0.8921155333518982,0.3557030260562897,0.3557030260562897
4,0.902999997138977,0.31521278619766235,0.31521278619766235,0.001,0.8921155333518982,0.3871653378009796,0.3871653378009796
5,0.902999997138977,0.32923224568367004,0.32923224568367004,0.001,0.8921155333518982,0.3719450831413269,0.3719450831413269
6,0.902999997138977,0.3205238878726959,0.3205238878726959,0.001,0.8921155333518982,0.33967259526252747,0.33967259526252747
7,0.902999997138977,0.3035829961299896,0.3035829961299896,0.001,0.8921155333518982,0.3233148753643036,0.3233148753643036
8,0.902999997138977,0.29794901609420776,0.29794901609420776,0.001,0.8921155333518982,0.3221226930618286,0.3221226930618286
9,0.902999997138977,0.3000956177711487,0.3000956177711487,0.001,0.8921155333518982,0.31624671816825867,0.31624671816825867
10,0.902999997138977,0.2948749363422394,0.2948749363422394,0.001,0.8921155333518982,0.3067120611667633,0.3067120611667633
11,0.902999997138977,0.2793380916118622,0.2793380916118622,0.001,0.8921155333518982,0.3024302124977112,0.3024302124977112
12,0.902999997138977,0.26819440722465515,0.26819440722465515,0.001,0.8921155333518982,0.3027482032775879,0.3027482032775879
13,0.902999997138977,0.26113712787628174,0.26113712787628174,0.001,0.904120683670044,0.29963383078575134,0.29963383078575134
14,0.902999997138977,0.2552250325679779,0.2552250325679779,0.001,0.9321869015693665,0.2905237078666687,0.2905237078666687
15,0.9259999990463257,0.24550214409828186,0.24550214409828186,0.001,0.9401362538337708,0.28047409653663635,0.28047409653663635
