epoch,accuracy,categorical_crossentropy,loss,lr,val_accuracy,val_categorical_crossentropy,val_loss
0,0.012820512987673283,3.9272830486297607,3.9272830486297607,0.001,0.03836316987872124,3.613661289215088,3.613661289215088
1,0.012820512987673283,3.7306370735168457,3.7306370735168457,0.001,0.03836316987872124,3.613685131072998,3.613685131072998
0,0.025641025975346565,3.884404420852661,3.884404420852661,0.001,0.02557544782757759,3.6114110946655273,3.6114110946655273
0,0.015384615398943424,3.7970497608184814,3.7970497608184814,0.001,0.03069053776562214,3.610217332839966,3.610217332839966
1,0.020512821152806282,3.6107749938964844,3.6107749938964844,0.001,0.0,3.6108994483947754,3.6108994483947754
2,0.0615384615957737,3.440779685974121,3.440779685974121,0.001,0.03324808180332184,3.6113157272338867,3.6113157272338867
3,0.0923076942563057,3.3066039085388184,3.3066039085388184,0.001,0.03324808180332184,3.6114230155944824,3.6114230155944824
4,0.13076923787593842,3.287517547607422,3.287517547607422,0.001,0.03324808180332184,3.611440896987915,3.611440896987915
5,0.12051282078027725,3.1459202766418457,3.1459202766418457,0.001,0.03324808180332184,3.611255407333374,3.611255407333374
6,0.12820513546466827,3.0792508125305176,3.0792508125305176,0.001,0.03324808180332184,3.610973834991455,3.610973834991455
7,0.17179487645626068,2.993342876434326,2.993342876434326,0.001,0.03324808180332184,3.610799789428711,3.610799789428711
8,0.19487179815769196,2.891029119491577,2.891029119491577,0.001,0.03324808180332184,3.6107120513916016,3.6107120513916016
9,0.2102564126253128,2.8293256759643555,2.8293256759643555,0.001,0.040920715779066086,3.610581636428833,3.610581636428833
10,0.20769231021404266,2.7501113414764404,2.7501113414764404,0.001,0.040920715779066086,3.610609531402588,3.610609531402588
11,0.25641027092933655,2.6876492500305176,2.6876492500305176,0.001,0.040920715779066086,3.6105844974517822,3.6105844974517822
12,0.3282051384449005,2.641462564468384,2.641462564468384,0.001,0.040920715779066086,3.6106116771698,3.6106116771698
13,0.36153846979141235,2.570998430252075,2.570998430252075,0.001,0.040920715779066086,3.6107592582702637,3.6107592582702637
14,0.4025641083717346,2.5278103351593018,2.5278103351593018,0.001,0.040920715779066086,3.611234426498413,3.611234426498413
15,0.3410256505012512,2.564984083175659,2.564984083175659,0.001,0.040920715779066086,3.6120147705078125,3.6120147705078125
16,0.35641026496887207,2.535443067550659,2.535443067550659,0.001,0.040920715779066086,3.6127867698669434,3.6127867698669434
17,0.4307692348957062,2.5250637531280518,2.5250637531280518,0.001,0.040920715779066086,3.6136038303375244,3.6136038303375244
18,0.41025641560554504,2.3539109230041504,2.3539109230041504,0.001,0.040920715779066086,3.6145360469818115,3.6145360469818115
19,0.4153846204280853,2.4153854846954346,2.4153854846954346,0.001,0.040920715779066086,3.6157772541046143,3.6157772541046143
20,0.4769230782985687,2.277679204940796,2.277679204940796,0.001,0.040920715779066086,3.6172518730163574,3.6172518730163574
21,0.446153849363327,2.2565464973449707,2.2565464973449707,0.001,0.043478261679410934,3.618772506713867,3.618772506713867
22,0.446153849363327,2.208003520965576,2.208003520965576,0.001,0.017902813851833344,3.6202809810638428,3.6202809810638428
23,0.482051283121109,2.170881509780884,2.170881509780884,0.001,0.017902813851833344,3.6218202114105225,3.6218202114105225
24,0.4743589758872986,2.1037590503692627,2.1037590503692627,0.001,0.017902813851833344,3.6237568855285645,3.6237568855285645
25,0.482051283121109,2.0772812366485596,2.0772812366485596,0.001,0.017902813851833344,3.6262409687042236,3.6262409687042236
26,0.5051282048225403,2.0367555618286133,2.0367555618286133,0.001,0.017902813851833344,3.6288657188415527,3.6288657188415527
27,0.5153846144676208,1.9824053049087524,1.9824053049087524,0.001,0.017902813851833344,3.631587505340576,3.631587505340576
28,0.5307692289352417,1.9491826295852661,1.9491826295852661,0.001,0.017902813851833344,3.6347262859344482,3.6347262859344482
29,0.5333333611488342,1.9147870540618896,1.9147870540618896,0.001,0.017902813851833344,3.638545036315918,3.638545036315918
30,0.5487179756164551,1.8650487661361694,1.8650487661361694,0.001,0.017902813851833344,3.64290714263916,3.64290714263916
31,0.5384615659713745,1.8581831455230713,1.8581831455230713,0.001,0.017902813851833344,3.6464664936065674,3.6464664936065674
32,0.5461538434028625,1.8818401098251343,1.8818401098251343,0.001,0.017902813851833344,3.650466203689575,3.650466203689575
33,0.6025640964508057,1.8046183586120605,1.8046183586120605,0.001,0.017902813851833344,3.653719902038574,3.653719902038574
34,0.5794872045516968,1.7596774101257324,1.7596774101257324,0.001,0.017902813851833344,3.6579558849334717,3.6579558849334717
35,0.5794872045516968,1.7281849384307861,1.7281849384307861,0.001,0.017902813851833344,3.663844585418701,3.663844585418701
36,0.6051282286643982,1.6674730777740479,1.6674730777740479,0.001,0.017902813851833344,3.6701900959014893,3.6701900959014893
37,0.620512843132019,1.6587516069412231,1.6587516069412231,0.001,0.017902813851833344,3.676421642303467,3.676421642303467
38,0.6589743494987488,1.603916883468628,1.603916883468628,0.001,0.017902813851833344,3.681384325027466,3.681384325027466
39,0.6538461446762085,1.5688695907592773,1.5688695907592773,0.001,0.017902813851833344,3.687560558319092,3.687560558319092
40,0.6794871687889099,1.5483930110931396,1.5483930110931396,0.001,0.017902813851833344,3.694916009902954,3.694916009902954
41,0.6948717832565308,1.509224772453308,1.509224772453308,0.001,0.017902813851833344,3.7031149864196777,3.7031149864196777
42,0.6820513010025024,1.478518009185791,1.478518009185791,0.001,0.017902813851833344,3.7120087146759033,3.7120087146759033
43,0.6794871687889099,1.4801205396652222,1.4801205396652222,0.001,0.017902813851833344,3.7187492847442627,3.7187492847442627
